ID,year,STATENAME,DISTRICT,avg_rating,Close_E_D,LLS_D,LLS_R,St_AVG_R,RepVotes,DemVotes,RepVotesMajorPercent,DemVotesMajorPercent,Incumbent_R,Incumbent_D,Open_seat,cvap,VTR,st_cd_fips,cycle,est_cost_sum,
119,2012,Indiana,2,5.2857143,0,0,1,1.2857,134033,130113,50.74,49.26,0,0,1,521068,0.506931917,1802,2016,1067760,
120,2012,Indiana,2,5.2857143,0,0,1,1.2857,134033,130113,50.74,49.26,0,0,1,521068,0.506931917,1802,2018,2164340,
121,2012,Indiana,8,5.6785714,0,0,1,1.6786,151533,122325,55.33,44.67,1,0,0,549703,0.49819266,1808,2012,2052370,
122,2012,Indiana,8,5.6785714,0,0,1,1.6786,151533,122325,55.33,44.67,1,0,0,549703,0.49819266,1808,2014,10170,
123,2012,Iowa,1,1.5714286,1,0,0,2.4286,162465,222422,42.21,57.79,0,1,0,579428,0.664253367,1901,2012,1824040,
124,2012,Iowa,1,1.5714286,1,0,0,2.4286,162465,222422,42.21,57.79,0,1,0,579428,0.664253367,1901,2014,898060,
125,2012,Iowa,1,1.5714286,1,0,0,2.4286,162465,222422,42.21,57.79,0,1,0,579428,0.664253367,1901,2016,3466350,
126,2012,Iowa,1,1.5714286,1,0,0,2.4286,162465,222422,42.21,57.79,0,1,0,579428,0.664253367,1901,2018,3761990,
127,2012,Iowa,2,1.9642857,1,0,0,2.0357,161977,211863,43.33,56.67,0,1,0,580155,0.644379519,1902,2012,1998460,
128,2012,Iowa,2,1.9642857,1,0,0,2.0357,161977,211863,43.33,56.67,0,1,0,580155,0.644379519,1902,2014,2697560,
129,2012,Iowa,2,1.9642857,1,0,0,2.0357,161977,211863,43.33,56.67,0,1,0,580155,0.644379519,1902,2018,723300,
130,2012,Iowa,3,4.2857143,0,1,0,0.2857,202000,168632,54.5,45.5,1,0,0,589474,0.628750377,1903,2012,5164430,
131,2012,Iowa,3,4.2857143,0,1,0,0.2857,202000,168632,54.5,45.5,1,0,0,589474,0.628750377,1903,2014,5166300,
132,2012,Iowa,3,4.2857143,0,1,0,0.2857,202000,168632,54.5,45.5,1,0,0,589474,0.628750377,1903,2016,3938530,
133,2012,Iowa,3,4.2857143,0,1,0,0.2857,202000,168632,54.5,45.5,1,0,0,589474,0.628750377,1903,2018,8014770,
134,2012,Iowa,4,4.7857143,0,1,0,0.7857,200063,169470,54.14,45.86,1,0,0,563609,0.655654896,1904,2012,3273760,
135,2012,Iowa,4,4.7857143,0,1,0,0.7857,200063,169470,54.14,45.86,1,0,0,563609,0.655654896,1904,2014,1507837.4,
136,2012,Iowa,4,4.7857143,0,1,0,0.7857,200063,169470,54.14,45.86,1,0,0,563609,0.655654896,1904,2018,647360,
137,2012,Kentucky,6,3.9285714,0,1,0,0.0714,153222,141438,52,48,0,1,0,569798,0.517130632,2106,2012,6397660,
138,2012,Kentucky,6,3.9285714,0,1,0,0.0714,153222,141438,52,48,0,1,0,569798,0.517130632,2106,2014,1284580,
139,2012,Kentucky,6,3.9285714,0,1,0,0.0714,153222,141438,52,48,0,1,0,569798,0.517130632,2106,2016,840280,
140,2012,Kentucky,6,3.9285714,0,1,0,0.0714,153222,141438,52,48,0,1,0,569798,0.517130632,2106,2018,9515770,
141,2012,Maine,2,1.4285714,1,0,0,2.5714,137542,191456,41.81,58.19,0,1,0,520828,0.631682628,2302,2012,996820,
142,2012,Maine,2,1.4285714,1,0,0,2.5714,137542,191456,41.81,58.19,0,1,0,520828,0.631682628,2302,2014,2222290,
143,2012,Maine,2,1.4285714,1,0,0,2.5714,137542,191456,41.81,58.19,0,1,0,520828,0.631682628,2302,2016,8247540,
144,2012,Maine,2,1.4285714,1,0,0,2.5714,137542,191456,41.81,58.19,0,1,0,520828,0.631682628,2302,2018,10733790,
145,2012,Maryland,6,2.1785714,1,0,0,1.8214,117313,181921,39.2,60.8,1,0,0,521983,0.57326388,2406,2012,247090,
146,2012,Maryland,6,2.1785714,1,0,0,1.8214,117313,181921,39.2,60.8,1,0,0,521983,0.57326388,2406,2014,457030,
147,2012,Maryland,6,2.1785714,1,0,0,1.8214,117313,181921,39.2,60.8,1,0,0,521983,0.57326388,2406,2016,1607910,
148,2012,Maryland,6,2.1785714,1,0,0,1.8214,117313,181921,39.2,60.8,1,0,0,521983,0.57326388,2406,2018,2041000,
149,2012,Massachusetts,6,4.9285714,0,1,0,0.9286,176612,180942,49.39,50.61,0,1,0,567997,0.629499804,2506,2012,5919060,
150,2012,Massachusetts,6,4.9285714,0,1,0,0.9286,176612,180942,49.39,50.61,0,1,0,567997,0.629499804,2506,2014,2875920,
151,2012,Michigan,1,3.8571429,0,1,0,0.1429,167060,165179,50.28,49.72,1,0,0,562349,0.59080571,2601,2016,69350,
152,2012,Michigan,3,6.0714286,0,0,1,2.0714,171675,144108,54.36,45.64,1,0,0,538607,0.586295759,2603,2012,1731220,
153,2012,Michigan,3,6.0714286,0,0,1,2.0714,171675,144108,54.36,45.64,1,0,0,538607,0.586295759,2603,2014,19170,
154,2012,Michigan,6,6.8571429,0,0,1,2.8571,174955,136563,56.16,43.84,1,0,0,536350,0.580811038,2606,2012,2331940,
155,2012,Michigan,6,6.8571429,0,0,1,2.8571,174955,136563,56.16,43.84,1,0,0,536350,0.580811038,2606,2014,2123140,
156,2012,Michigan,6,6.8571429,0,0,1,2.8571,174955,136563,56.16,43.84,1,0,0,536350,0.580811038,2606,2016,1666100,
157,2012,Michigan,6,6.8571429,0,0,1,2.8571,174955,136563,56.16,43.84,1,0,0,536350,0.580811038,2606,2018,2954310,
158,2012,Michigan,7,6.7857143,0,0,1,2.7857,169668,136849,55.35,44.65,1,0,0,542743,0.564755326,2607,2012,91640,
159,2012,Michigan,7,6.7857143,0,0,1,2.7857,169668,136849,55.35,44.65,1,0,0,542743,0.564755326,2607,2014,959840,
160,2012,Michigan,7,6.7857143,0,0,1,2.7857,169668,136849,55.35,44.65,1,0,0,542743,0.564755326,2607,2016,2700270,
161,2012,Michigan,7,6.7857143,0,0,1,2.7857,169668,136849,55.35,44.65,1,0,0,542743,0.564755326,2607,2018,1847190,
162,2012,Michigan,11,5.2857143,0,0,1,1.2857,181788,158879,53.36,46.64,0,0,1,527362,0.645983215,2611,2012,700130,
163,2012,Michigan,11,5.2857143,0,0,1,1.2857,181788,158879,53.36,46.64,0,0,1,527362,0.645983215,2611,2014,1504020,
164,2012,Michigan,11,5.2857143,0,0,1,1.2857,181788,158879,53.36,46.64,0,0,1,527362,0.645983215,2611,2016,720680,
165,2012,Michigan,11,5.2857143,0,0,1,1.2857,181788,158879,53.36,46.64,0,0,1,527362,0.645983215,2611,2018,5173680,
166,2012,Minnesota,2,6.3571429,0,0,1,2.3571,193587,164338,54.09,45.91,1,0,0,499925,0.715957394,2702,2012,1023920,
167,2012,Minnesota,2,6.3571429,0,0,1,2.3571,193587,164338,54.09,45.91,1,0,0,499925,0.715957394,2702,2014,1538820,
168,2012,Minnesota,2,6.3571429,0,0,1,2.3571,193587,164338,54.09,45.91,1,0,0,499925,0.715957394,2702,2016,6703430,
169,2012,Minnesota,2,6.3571429,0,0,1,2.3571,193587,164338,54.09,45.91,1,0,0,499925,0.715957394,2702,2018,8545020,
170,2012,Minnesota,6,5.5,0,0,1,1.5,179240,174944,50.61,49.39,1,0,0,510172,0.694244294,2706,2012,4745810,
171,2012,Minnesota,7,1.1428571,1,0,0,2.8571,114151,197791,36.59,63.41,0,1,0,496634,0.628112453,2707,2012,165790,
172,2012,Minnesota,7,1.1428571,1,0,0,2.8571,114151,197791,36.59,63.41,0,1,0,496634,0.628112453,2707,2014,3756910,
173,2012,Minnesota,7,1.1428571,1,0,0,2.8571,114151,197791,36.59,63.41,0,1,0,496634,0.628112453,2707,2018,661810,
174,2012,Minnesota,8,3.8571429,0,1,0,0.1429,160520,191976,45.54,54.46,1,0,0,519505,0.678522825,2708,2012,8985590,
175,2012,Minnesota,8,3.8571429,0,1,0,0.1429,160520,191976,45.54,54.46,1,0,0,519505,0.678522825,2708,2014,9712810,
176,2012,Minnesota,8,3.8571429,0,1,0,0.1429,160520,191976,45.54,54.46,1,0,0,519505,0.678522825,2708,2016,13910140,
177,2012,Minnesota,8,3.8571429,0,1,0,0.1429,160520,191976,45.54,54.46,1,0,0,519505,0.678522825,2708,2018,8035260,
178,2012,Montana,0,6.2857143,0,0,1,2.2857,255468,204939,55.49,44.51,0,0,1,804263,0.572458263,3001,2012,874480,
179,2012,Montana,0,6.2857143,0,0,1,2.2857,255468,204939,55.49,44.51,0,0,1,804263,0.572458263,3001,2014,7059080,
180,2012,Montana,0,6.2857143,0,0,1,2.2857,255468,204939,55.49,44.51,0,0,1,804263,0.572458263,3001,2016,2353660,
181,2012,Montana,0,6.2857143,0,0,1,2.2857,255468,204939,55.49,44.51,0,0,1,804263,0.572458263,3001,2018,2650300,
182,2012,Nebraska,2,6.4285714,0,0,1,2.4286,133964,129767,50.8,49.2,1,0,0,454282,0.580544684,3102,2012,844920,
183,2012,Nebraska,2,6.4285714,0,0,1,2.4286,133964,129767,50.8,49.2,1,0,0,454282,0.580544684,3102,2014,3205729.8,
184,2012,Nebraska,2,6.4285714,0,0,1,2.4286,133964,129767,50.8,49.2,1,0,0,454282,0.580544684,3102,2016,4811040,
185,2012,Nebraska,2,6.4285714,0,0,1,2.4286,133964,129767,50.8,49.2,1,0,0,454282,0.580544684,3102,2018,2731740,
186,2012,Nevada,3,5,0,0,1,1,137244,116823,54.02,45.98,1,0,0,563428,0.450930731,3203,2012,7709710,
187,2012,Nevada,3,5,0,0,1,1,137244,116823,54.02,45.98,1,0,0,563428,0.450930731,3203,2014,2987440.4,
188,2012,Nevada,3,5,0,0,1,1,137244,116823,54.02,45.98,1,0,0,563428,0.450930731,3203,2016,7418360,
189,2012,Nevada,3,5,0,0,1,1,137244,116823,54.02,45.98,1,0,0,563428,0.450930731,3203,2018,8825870,
190,2012,Nevada,4,3.6428571,0,1,0,0.3571,101261,120501,45.66,54.34,0,0,1,493015,0.449807815,3204,2012,6928950,
191,2012,Nevada,4,3.6428571,0,1,0,0.3571,101261,120501,45.66,54.34,0,0,1,493015,0.449807815,3204,2014,3271400,
192,2012,Nevada,4,3.6428571,0,1,0,0.3571,101261,120501,45.66,54.34,0,0,1,493015,0.449807815,3204,2016,5294730,
193,2012,Nevada,4,3.6428571,0,1,0,0.3571,101261,120501,45.66,54.34,0,0,1,493015,0.449807815,3204,2018,10211960,
194,2012,New Hampshire,1,4.3571429,0,1,0,0.3571,158659,171650,48.03,51.97,1,0,0,NA,NA,3301,2012,2753980,
195,2012,New Hampshire,1,4.3571429,0,1,0,0.3571,158659,171650,48.03,51.97,1,0,0,NA,NA,3301,2014,6031325.1,
196,2012,New Hampshire,1,4.3571429,0,1,0,0.3571,158659,171650,48.03,51.97,1,0,0,NA,NA,3301,2016,856110,
197,2012,New Hampshire,1,4.3571429,0,1,0,0.3571,158659,171650,48.03,51.97,1,0,0,NA,NA,3301,2018,1021590,
198,2012,New Hampshire,2,3.4285714,0,1,0,0.5714,152977,169275,47.47,52.53,1,0,0,NA,NA,3302,2012,3540740,
199,2012,New Hampshire,2,3.4285714,0,1,0,0.5714,152977,169275,47.47,52.53,1,0,0,NA,NA,3302,2014,3932261.2,
200,2012,New Hampshire,2,3.4285714,0,1,0,0.5714,152977,169275,47.47,52.53,1,0,0,NA,NA,3302,2016,631430,
201,2012,New Hampshire,2,3.4285714,0,1,0,0.5714,152977,169275,47.47,52.53,1,0,0,NA,NA,3302,2018,438930,
202,2012,New Jersey,3,5.8214286,0,0,1,1.8214,174257,145509,54.5,45.5,1,0,0,NA,NA,3403,2012,2243050,
203,2012,New Jersey,3,5.8214286,0,0,1,1.8214,174257,145509,54.5,45.5,1,0,0,NA,NA,3403,2014,2157650,
