,ID,UID,year,Midterm,AreaAll,R_seats,D_seats,Other_seats,total_votes,R_majorseat_pct,D_majorseat_pct,R_votes,D_votes,Other_votes,winning_vote_margin,winner_party,R_totalvote_pct,D_totalvote_pct,Other_totalvote_pct,R_majorvote_pct,D_majorvote_pct,R_majorvote_pct_lag,D_majorvote_pct_lag,president_party,Pres_D,Pres_R,H_incumbent_party_winner,H_incumbent_party_majorvote_pct,H_incumbent_party,H_inc_D,H_inc_R,US_Unemployment.Rate,US_UEP_Rate,US_CPI,GDP_Growth_Pct,X.x,STATENAME,DISTRICT,avg_rating,Close_E_D_N,LLS_R_N,LLS_D_N,LLS_D,Close_E_D,LLS_R,St_AVG_R,RepVotes,DemVotes,RepVotesMajorPercent,DemVotesMajorPercent,Incumbent_R,Incumbent_D,Open_seat,D_2012,D_2014,D_2016,D_2018,D_2020,MidtermE_D,PresE_D,X.y,st_cd_fips.y,male,female,X20_29,X30_44,X45_64,X65.,white,black,native.american,asian,pacific.islander,other,mixed,hispanic.or.latino
43,43,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,11,California,21,6.0714286,0,0,1,0,0,1,2.0714,67164,49119,57.76,42.24,0,0,1,1,0,0,0,0,0,1,493,621,0.550728903,0.449271097,0.276247814,0.329460063,0.30097736,0.093314763,0.19094166,0.043540467,0.005356714,0.034047466,0.000927124,0.001905754,0.013290201,0.709990614
44,44,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,12,California,24,3.5,1,0,0,1,0,0,0.5,127746,156749,44.9,55.1,0,1,0,1,0,0,0,0,0,1,529,624,0.503817439,0.496182561,0.248897956,0.24804759,0.339090146,0.163964308,0.572482833,0.018088549,0.00503739,0.041210224,0.001587687,0.001331838,0.020729483,0.339531995
45,45,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,13,California,26,3.6428571,1,0,0,1,0,0,0.3571,124863,139072,47.31,52.69,0,0,1,1,0,0,0,0,0,1,553,626,0.491392497,0.508607503,0.207232642,0.278889972,0.360844679,0.153032708,0.462469161,0.016625928,0.001844635,0.063922648,0.001403062,0.001250648,0.020953341,0.431530577
46,46,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,14,California,36,4.3571429,1,0,0,1,0,0,0.3571,97953,110189,47.06,52.94,1,0,0,1,0,0,0,0,0,1,673,636,0.495634665,0.504365335,0.169611194,0.254500845,0.331429463,0.244458498,0.447446431,0.035546747,0.00591155,0.03114822,0.001533102,0.002541307,0.014985393,0.460887249
47,47,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,15,California,41,3.0714286,1,0,0,1,0,0,0.9286,72074,103578,41.03,58.97,0,0,1,1,0,0,0,0,0,1,733,641,0.489092157,0.510907843,0.26325466,0.306856268,0.325048163,0.104840909,0.2572027,0.094838737,0.00340782,0.052349953,0.002502087,0.002742673,0.020756853,0.566199176
48,48,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,16,California,47,1.8928571,0,1,0,0,1,0,2.1071,99919,130093,43.44,56.56,0,0,1,1,0,0,0,0,0,1,805,647,0.486658438,0.513341562,0.217403808,0.296310498,0.347612828,0.138672866,0.337014879,0.071001641,0.002496323,0.209259731,0.00637022,0.00220921,0.0315753,0.340072697
49,49,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,17,California,52,3.8571429,1,0,0,1,0,0,0.1429,144459,151451,48.82,51.18,1,0,0,1,0,0,0,0,0,1,865,652,0.504856191,0.495143809,0.260132295,0.285335373,0.31835848,0.136173852,0.614080057,0.027671486,0.002375314,0.18261796,0.003940958,0.002217054,0.035091339,0.132005833
50,50,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,18,Colorado,3,5.25,0,0,1,0,0,1,1.25,185291,142920,56.45,43.55,1,0,0,1,0,0,0,0,0,1,913,803,0.499922489,0.500077511,0.182153027,0.259763195,0.383320035,0.174763743,0.71852867,0.007684843,0.011507746,0.006639192,0.000660852,0.001258965,0.015210748,0.238508984
51,51,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,19,Colorado,6,4.3571429,1,0,0,1,0,0,0.3571,163938,156937,51.09,48.91,1,0,0,1,0,0,0,0,0,1,949,806,0.485684302,0.514315698,0.186959565,0.33201154,0.363621282,0.117407613,0.635739544,0.085910824,0.0035071,0.049179513,0.002087132,0.002007017,0.026663075,0.194905796
52,52,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,20,Colorado,7,2.0714286,0,1,0,0,1,0,1.9286,139066,182460,43.25,56.75,0,1,0,1,0,0,0,0,0,1,961,807,0.49362184,0.50637816,0.210185017,0.299605599,0.356070799,0.134138584,0.661999132,0.013384782,0.005826186,0.032520608,0.000488414,0.001312179,0.01742568,0.267043019
53,53,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,21,Connecticut,4,1.1428571,0,1,0,0,1,0,2.8571,117503,175929,40.04,59.96,0,1,0,1,0,0,0,0,0,1,1009,904,0.475253323,0.524746677,0.163122644,0.284351401,0.387333423,0.165192532,0.650282238,0.1143519,0.000734027,0.046589775,0.000199555,0.004295313,0.011712334,0.171834858
54,54,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,22,Connecticut,5,3.5714286,1,0,0,1,0,0,0.4286,138637,146098,48.69,51.31,0,0,1,1,0,0,0,0,0,1,1021,905,0.477073542,0.522926458,0.164348519,0.263237633,0.400966126,0.171447722,0.733401921,0.055546289,0.001021808,0.028729776,0.000671394,0.004113865,0.018026718,0.158488228
55,55,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,23,Florida,2,5.3928571,0,0,1,0,0,1,1.3929,175856,157634,52.73,47.27,1,0,0,1,0,0,0,0,0,1,1057,1202,0.504287484,0.495712516,0.245433485,0.263356751,0.34321662,0.147993144,0.662028909,0.239774275,0.004358306,0.018540025,0.000442147,0.001314956,0.020610077,0.052931305
56,56,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,24,Florida,9,1.6428571,0,1,0,0,1,0,2.3571,98856,164891,37.48,62.52,0,0,1,1,0,0,0,0,0,1,1141,1209,0.485164263,0.514835737,0.238563588,0.309251179,0.32174224,0.130442993,0.389485226,0.09884733,0.00170989,0.040031873,0.001079709,0.004400061,0.01626006,0.44818585
57,57,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,25,Florida,10,5,0,0,1,0,0,1,1,164649,153574,51.74,48.26,1,0,0,1,0,0,0,0,0,1,1153,1210,0.484372587,0.515627413,0.173932822,0.270018702,0.344572448,0.211476028,0.66552902,0.115568125,0.002603671,0.037711057,0.000523308,0.007214786,0.016296896,0.154553136
58,58,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,26,Florida,13,6.5714286,0,0,1,0,0,1,2.5714,189605,139742,57.57,42.43,1,0,0,1,0,0,0,0,0,1,1189,1213,0.474711443,0.525288557,0.142943447,0.22805467,0.383886185,0.245115698,0.80473173,0.056190189,0.002241573,0.033239934,0.000866454,0.001321953,0.016482743,0.084925425
59,59,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,27,Florida,16,5.9642857,0,0,1,0,0,1,1.9643,187147,161929,53.61,46.39,1,0,0,1,0,0,0,0,0,1,1225,1216,0.472556,0.527444,0.122229218,0.197754343,0.346184154,0.333832285,0.794976909,0.062815087,0.001690945,0.015071276,0.000364489,0.00185961,0.012722821,0.110498864
60,60,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,28,Florida,18,4.2857143,1,0,0,1,0,0,0.2857,164353,166257,49.71,50.29,1,0,0,1,0,0,0,0,0,1,1249,1218,0.477211403,0.522788597,0.134667024,0.225235203,0.365338805,0.274758968,0.70633599,0.116725499,0.001744739,0.019293316,0.000540623,0.002094554,0.014108246,0.139157032
61,61,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,29,Florida,22,2.6071429,0,1,0,0,1,0,1.3929,142050,171021,45.37,54.63,0,0,1,1,0,0,0,0,0,1,1297,1222,0.499607357,0.500392643,0.155449349,0.250456818,0.363006092,0.231087741,0.658663931,0.105184202,0.001200697,0.020374595,0.000604647,0.002905744,0.012388097,0.198678087
62,62,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,30,Florida,26,2.9285714,0,1,0,0,1,0,1.0714,108820,135694,44.5,55.5,1,0,0,1,0,0,0,0,0,1,1342,1226,0.484245317,0.515754683,0.196911462,0.288263555,0.362159689,0.152665294,0.202881423,0.094192293,0.001682256,0.016266009,0.000478041,0.002561234,0.007024819,0.674913925
63,63,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,31,Georgia,12,3.8571429,1,0,0,1,0,0,0.1429,119973,139148,46.3,53.7,0,1,0,1,0,0,0,0,0,1,1495,1312,0.486697408,0.513302592,0.232403061,0.273294559,0.351647758,0.142654621,0.569324708,0.342256623,0.002224314,0.015458841,0.000339866,0.002770993,0.01461713,0.053007525
64,64,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,32,Illinois,8,2.3214286,0,1,0,0,1,0,1.6786,101860,123206,45.26,54.74,1,0,0,1,0,0,0,0,0,1,1660,1708,0.491345528,0.508654472,0.209742373,0.314916975,0.355022894,0.120317758,0.547711523,0.047635861,0.001062062,0.117776788,0.000294239,0.001395533,0.01393571,0.270188285
65,65,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,33,Illinois,10,3.9285714,1,0,0,1,0,0,0.0714,130564,133890,49.37,50.63,1,0,0,1,0,0,0,0,0,1,1684,1710,0.487382938,0.512617062,0.18678471,0.290571251,0.375016349,0.147627689,0.61027878,0.063802289,0.001268463,0.093392716,6.91E-05,0.00260035,0.016299752,0.212288589
66,66,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,34,Illinois,11,3.3571429,1,0,0,1,0,0,0.6429,105348,148928,41.43,58.57,1,0,0,1,0,0,0,0,0,1,1696,1711,0.485848415,0.514151585,0.197372602,0.341971468,0.342962387,0.117693543,0.542762183,0.107466761,0.000697854,0.06894155,0.000131989,0.003455573,0.019358788,0.257185302
67,67,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,35,Illinois,12,3.8571429,1,0,0,1,0,0,0.1429,129902,157000,45.28,54.72,0,0,1,1,0,0,0,0,0,1,1708,1712,0.485431315,0.514568685,0.200395037,0.264376915,0.366537862,0.168690186,0.773387297,0.166589113,0.002112923,0.010005103,0.000192595,0.000648075,0.018220618,0.028844275
68,68,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,36,Illinois,13,4.0714286,1,0,0,1,0,0,0.0714,137034,136032,50.18,49.82,0,0,1,1,0,0,0,0,0,1,1720,1713,0.485676283,0.514323717,0.253042408,0.243451253,0.341097416,0.162408923,0.809046987,0.10768172,0.001248316,0.033534256,0.000181548,0.001263797,0.017624202,0.029419174
69,69,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,37,Illinois,17,3.5,1,0,0,1,0,0,0.5,134623,153519,46.72,53.28,1,0,0,1,0,0,0,0,0,1,1768,1717,0.486100219,0.513899781,0.180648016,0.253904231,0.374575116,0.190872637,0.774835983,0.111150333,0.002063132,0.010404258,0.00027424,0.001589188,0.017454346,0.08222852
70,70,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,38,Indiana,2,5.2857143,0,0,1,0,0,1,1.2857,134033,130113,50.74,49.26,0,0,1,1,0,0,0,0,0,1,1807,1802,0.4854911,0.5145089,0.18664144,0.270185551,0.374593643,0.168579365,0.818642256,0.066922522,0.002943952,0.010529384,0.000371985,0.001025734,0.016173001,0.083391167
71,71,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,39,Indiana,8,5.6785714,0,0,1,0,0,1,1.6786,151533,122325,55.33,44.67,1,0,0,1,0,0,0,0,0,1,1879,1808,0.490962184,0.509037816,0.187352697,0.259330653,0.380848544,0.172468106,0.91477474,0.039663406,0.001775787,0.007688128,0.000143119,0.000758669,0.014798223,0.020397926
72,72,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,40,Iowa,1,1.5714286,0,1,0,0,1,0,2.4286,162465,222422,42.21,57.79,0,1,0,1,0,0,0,0,0,1,1903,1901,0.488462863,0.511537137,0.189079025,0.250095476,0.374372062,0.186453437,0.904009252,0.031373841,0.00311625,0.011090648,0.000506686,0.000850602,0.016166697,0.032886023
73,73,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,41,Iowa,2,1.9642857,0,1,0,0,1,0,2.0357,161977,211863,43.33,56.67,0,1,0,1,0,0,0,0,0,1,1915,1902,0.490615854,0.509384146,0.201114034,0.254925156,0.370625057,0.173335753,0.881555953,0.033355724,0.00175149,0.019499927,9.45E-05,0.000536599,0.015251742,0.047954102
74,74,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,42,Iowa,3,4.2857143,1,0,0,1,0,0,0.2857,202000,168632,54.5,45.5,1,0,0,1,0,0,0,0,0,1,1927,1903,0.482768578,0.517231422,0.186813724,0.29451506,0.364061436,0.15460978,0.85893705,0.036985913,0.001558612,0.023747539,0.000443071,0.000882209,0.016992678,0.060452928
75,75,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,43,Iowa,4,4.7857143,1,0,0,1,0,0,0.7857,200063,169470,54.14,45.86,1,0,0,1,0,0,0,0,0,1,1939,1904,0.492012283,0.507987717,0.196819158,0.231294024,0.372477504,0.199409314,0.900232266,0.011880116,0.003170485,0.016032504,0.000621741,0.000544188,0.010594571,0.056924131
76,76,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,44,Kentucky,6,3.9285714,1,0,0,1,0,0,0.0714,153222,141438,52,48,0,1,0,1,0,0,0,0,0,1,2062,2106,0.482733055,0.517266945,0.215643872,0.29344542,0.349393209,0.1415175,0.835499789,0.084351685,0.00154875,0.017290239,0.00027883,0.000865478,0.016503441,0.043661787
77,77,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,45,Maine,2,1.4285714,0,1,0,0,1,0,2.5714,137542,191456,41.81,58.19,0,1,0,1,0,0,0,0,0,1,2161,2302,0.48526859,0.51473141,0.158402495,0.235727859,0.408719202,0.197150444,0.949137952,0.006481191,0.007712904,0.00635606,0.00028946,0.000238201,0.018682233,0.011101998
78,78,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,46,Maryland,6,2.1785714,0,1,0,0,1,0,1.8214,117313,181921,39.2,60.8,1,0,0,1,0,0,0,0,0,1,2233,2406,0.486927714,0.513072286,0.184607773,0.299077249,0.374354726,0.141960252,0.634206298,0.122477351,0.002534988,0.102168656,0.000349606,0.002107235,0.023655318,0.112500548
79,79,33,2012,0,United State,234,200,0,121136773,0.539170507,0.460829493,58141241,59586011,3409521,1444770,D,48,49.19,2.81,49.39,50.61,53.47,46.53,D,1,0,FALSE,49.39,R,0,1,24.225,8.065385161,229.59,2.2495,47,Massachusetts,6,4.9285714,1,0,0,1,0,0,0.9286,176612,180942,49.39,50.61,0,1,0,1,0,0,0,0,0,1,2329,2506,0.471931214,0.528068786,0.156091317,0.260850901,0.406523496,0.176534286,0.849391059,0.026219082,0.000752524,0.036886004,9.60E-05,0.00286617,0.011626425,0.072162786
